"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-06",104.0965,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-07",104.55,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-08",104.3815,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-09",104.0918,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-10",104.7851,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-11",105.3919,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-12",105.918,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-01",106.3692,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-02",106.5998,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-03",106.7694,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-04",106.9868,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-05",107.1094,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-06",107.0576,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-07",107.0365,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-08",107.0243,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-09",107.1063,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-10",107.1431,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-11",107.0643,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-12",107.0499,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-01",107.2034,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-02",107.1899,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-03",106.9901,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-04",106.6015,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-05",106.1437,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-06",105.5587,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-07",104.7874,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-08",103.885,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-09",103.1665,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.4816,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.0279,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-12",101.627,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-01",101.2409,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-02",101.0602,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-03",101.0452,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.7626,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.2449,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.7413,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.23436,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.84929,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.14075,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.4479,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.94449,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.45556,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-01",95.99216,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-02",95.48925,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-03",95.23785,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-04",95.35527,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-05",95.62981,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-06",95.74746,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-07",95.9249,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-08",96.38496,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-09",96.89763,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-10",97.25874,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-11",97.46567,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-12",97.51268,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-01",97.71598,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-02",97.947,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.21136,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.63692,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.02164,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.44065,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.76769,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.97573,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.029,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.92534,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.0808,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.2446,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.501,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.6052,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.4775,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.0684,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.79889,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.7492,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.58414,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.13471,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.65712,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.37464,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.14172,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.07063,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.16985,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.28998,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.40005,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.62384,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.84814,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.90582,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.8521,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.59406,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.03815,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.59863,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.84596,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.66344,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.40661,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.83813,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.1669,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3348,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3141,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.1268,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.8969,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.88138,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.1679,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.6277,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.8798,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.0512,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.1494,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.2038,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.3556,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.4585,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.4908,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.4213,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.4578,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.5229,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.4987,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.5685,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.803,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-12",102.0278,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-01",102.0272,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.8824,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.7847,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.5543,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.2071,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.2794,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.4536,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.707,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.7298,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.6428,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.3479,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.0539,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.7885,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.3795,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.4718,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.9643,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.481,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.6925,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.8315,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.9182,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-09",102.0909,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-10",102.2057,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.4782,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.93,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-01",103.1792,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-02",103.1462,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-03",103.0548,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.9956,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.924,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.9697,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-07",103.0069,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.8601,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.6727,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.6475,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.5768,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.3682,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.4285,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.7141,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-03",103.0778,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-04",103.2024,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-05",103.2064,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-06",103.3326,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-07",103.5676,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-08",103.6416,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-09",103.5125,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-10",103.292,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-11",103.1562,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2018-12",103.2836,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-01",103.4284,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-02",103.4501,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-03",103.4812,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-04",103.4368,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-05",103.4834,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-06",103.4892,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-07",103.6974,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-08",103.8436,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-09",103.5429,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-10",103.3945,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-11",103.4997,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2019-12",103.6407,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-01",103.5518,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.9654,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.6699,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.81456,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.79826,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.11796,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.48167,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.10926,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.40271,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.10076,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.26712,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.12434,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.28898,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.41633,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-03",98.38,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-04",98.42622,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.08497,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.1224,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.0087,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.6328,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-09",102.0107,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.2861,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.4187,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.84229,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.26849,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.73234,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-03",98.03961,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.92752,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-05",95.35063,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-06",93.87327,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-07",92.80565,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-08",91.99153,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-09",91.46905,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-10",91.81545,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-11",92.35403,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2022-12",92.90424,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-01",93.71246,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-02",94.55764,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-03",94.88174,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-04",94.79081,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-05",94.51184,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-06",94.42108,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-07",94.29042,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-08",94.09784,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-09",93.75126,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-10",93.21859,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2023-11",92.78039,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-01",104.6386,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-02",104.1023,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-03",103.4855,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-04",102.8584,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-05",102.4017,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-06",102.1873,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-07",102.1177,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-08",102.0718,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.9603,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.6445,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.0161,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.1894,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.43813,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.14662,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.15662,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.31166,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-05",99.37717,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-06",99.25636,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-07",99.00752,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-08",98.73443,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-09",98.48982,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-10",98.3318,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-11",98.38297,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1974-12",98.59013,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-01",98.90335,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.21912,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.48684,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.72095,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.88905,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.93099,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.93556,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.91765,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-09",99.9292,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-10",100.0805,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-11",100.4556,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1975-12",100.986,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-01",101.4795,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-02",101.7233,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-03",101.7442,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-04",101.662,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-05",101.575,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-06",101.5193,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-07",101.4759,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-08",101.4395,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-09",101.4187,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-10",101.4096,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-11",101.4612,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1976-12",101.5372,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-01",101.5761,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.4443,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.1383,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.7393,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.4885,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.5172,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.7282,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.9587,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-09",101.2039,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-10",101.4519,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-11",101.6524,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1977-12",101.8155,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.908,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.9405,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.942,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-04",101.9521,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-05",102.0248,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-06",102.1619,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-07",102.3419,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-08",102.5663,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-09",102.8085,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-10",102.96,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-11",103.0061,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1978-12",102.9399,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-01",102.8068,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-02",102.6572,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-03",102.5107,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-04",102.3176,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-05",102.0918,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-06",101.8664,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-07",101.6746,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-08",101.4835,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-09",101.2642,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-10",101.0122,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-11",100.6947,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1979-12",100.2882,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-01",99.83157,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-02",99.5721,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-03",99.45475,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-04",99.39453,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-05",99.35336,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-06",99.25735,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-07",99.17406,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-08",99.11246,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-09",98.97804,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-10",98.72115,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-11",98.40855,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1980-12",98.16049,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-01",97.92133,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-02",97.65305,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-03",97.4274,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-04",97.31046,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-05",97.24821,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-06",97.12659,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.98991,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.83171,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.84103,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.96999,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-11",97.1327,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1981-12",97.37245,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-01",97.66531,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-02",97.91392,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-03",98.1481,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-04",98.32669,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-05",98.38065,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-06",98.17063,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-07",97.7124,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-08",97.26654,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.88923,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-10",96.66894,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-11",96.62331,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1982-12",96.75928,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-01",97.16026,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-02",97.69413,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-03",98.18267,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-04",98.35083,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-05",98.30003,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-06",98.24538,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-07",98.2249,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-08",98.22022,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-09",98.16682,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-10",98.17421,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-11",98.32555,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1983-12",98.51707,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-01",98.63016,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-02",98.54035,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-03",98.35518,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-04",98.17035,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-05",98.07108,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-06",98.05135,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-07",98.22798,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.46084,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.66999,
